"terminal","clase_vehiculo","nivel_servicio","municipio_origen_ruta","municipio_destino_ruta","fecha_despacho","hora_despacho","tipo_despacho","despachos","pasajeros"
"T.T. DE BOGOTÁ SUR","MICROBUS","LUJO","11001","25899","2022-11-07T00:00:00.000","07","TRANSITO","1","0"
"T.T. DE PASTO","BUS","BASICO","52001","86568","2022-05-19T00:00:00.000","20","ORIGEN","1","14"
"T.T. DE CALI","MICROBUS","BASICO","76001","19001","2022-10-17T00:00:00.000","11","ORIGEN","1","6"
"T.T. DE ESPINAL","BUS","LUJO","41001","05001","2022-03-22T00:00:00.000","21","TRANSITO","1","3"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","50001","2022-03-04T00:00:00.000","15","ORIGEN","1","9"
"T.T. DE CARTAGENA","BUS","LUJO","13001","44430","2022-08-28T00:00:00.000","06","ORIGEN","1","7"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","66001","2022-08-20T00:00:00.000","13","ORIGEN","1","20"
"T.T. DE PEREIRA","BUS","LUJO","17001","76001","2022-05-08T00:00:00.000","15","TRANSITO","1","0"
"T.T. DE LA PLATA","BUS","BASICO","41396","11001","2022-06-11T00:00:00.000","08","ORIGEN","1","1"
"T.T. DE BUGA","MICROBUS","LUJO","76111","76001","2022-05-25T00:00:00.000","05","ORIGEN","1","12"
"T.T. DE BARRANQUILLA","BUS","LUJO","08001","47001","2022-04-18T00:00:00.000","08","ORIGEN","1","3"
"T.T. DE CALI","MICROBUS","BASICO","76001","70713","2022-04-25T00:00:00.000","15","ORIGEN","1","19"
"T.T. DE CALI","MICROBUS","BASICO","76001","70713","2022-04-25T00:00:00.000","15","ORIGEN","1","19"
"T.T. DE CALI","MICROBUS","BASICO","76001","70713","2022-04-25T00:00:00.000","15","ORIGEN","1","19"
"T.T. DE CALI","MICROBUS","BASICO","76001","70713","2022-04-25T00:00:00.000","15","ORIGEN","1","19"
"T.T. DE PASTO","CAMPERO","BASICO","52001","86885","2022-11-14T00:00:00.000","12","ORIGEN","1","7"
"T.T. DE IPIALES","BUS","BASICO","52356","76001","2022-07-26T00:00:00.000","18","ORIGEN","1","27"
"T.T. DE CALI","BUS","BASICO","76001","41001","2022-04-13T00:00:00.000","14","ORIGEN","1","15"
"T.T. DE CALI","BUS","BASICO","76001","41001","2022-04-13T00:00:00.000","14","ORIGEN","1","15"
"T.T. DE CALI","BUS","BASICO","76001","41001","2022-04-13T00:00:00.000","14","ORIGEN","1","15"
"T.T. DE CALI","BUSETA","BASICO","76001","19001","2022-08-08T00:00:00.000","08","ORIGEN","1","5"
"T.T. DE CALI","BUSETA","BASICO","76001","19001","2022-08-08T00:00:00.000","08","ORIGEN","1","5"
"T.T. DE SOGAMOSO","MICROBUS","LUJO","85001","11001","2022-03-22T00:00:00.000","14","TRANSITO","1","17"
"T.T. DE MEDELLÍN NORTE","CAMIONETA","BASICO","05001","05483","2022-12-17T00:00:00.000","06","ORIGEN","1","8"
"T.T. DE CHIQUINQUIRÁ","MICROBUS","LUJO","15176","15507","2022-05-04T00:00:00.000","15","ORIGEN","1","0"
"T.T. DE ARMENIA","BUS","LUJO","63001","76736","2022-12-20T00:00:00.000","07","ORIGEN","1","0"
"T.T. DE SANTA MARTA","BUS","LUJO","47001","47555","2022-01-20T00:00:00.000","10","ORIGEN","1","14"
"T.T. DE MEDELLÍN SUR","CAMIONETA","BASICO","05001","05093","2022-12-09T00:00:00.000","11","ORIGEN","1","8"
"T.T. DE CÚCUTA","BUS","LUJO","54001","54518","2022-02-21T00:00:00.000","16","ORIGEN","1","10"
"T.T. DE TULÚA","MICROBUS","BASICO","76834","76001","2022-10-27T00:00:00.000","18","ORIGEN","1","18"
"T.T. DE POPAYÁN","BUS","BASICO","76001","52001","2022-11-24T00:00:00.000","13","TRANSITO","1","25"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15599","2022-02-01T00:00:00.000","18","ORIGEN","1","11"
"T.T. DE MEDELLÍN SUR","AUTOMOVIL","BASICO","05001","05368","2022-03-24T00:00:00.000","18","ORIGEN","1","3"
"T.T. DE SOGAMOSO","BUS","LUJO","15759","15276","2022-12-02T00:00:00.000","07","ORIGEN","1","2"
"T.T. DE VILLAVICENCIO","BUS","LUJO","50001","11001","2022-10-21T00:00:00.000","07","ORIGEN","1","12"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25200","2022-07-05T00:00:00.000","14","ORIGEN","1","11"
"T.T. DE TULÚA","BUS","BASICO","76001","76147","2022-07-12T00:00:00.000","15","TRANSITO","1","4"
"T.T. DE SANTA MARTA","BUS","LUJO","47001","20001","2022-08-13T00:00:00.000","15","ORIGEN","1","10"
"T.T. DE BOGOTÁ NORTE","BUSETA","LUJO","11001","25843","2022-10-14T00:00:00.000","20","TRANSITO","1","0"
"T.T. DE BOGOTÁ NORTE","BUSETA","LUJO","11001","25843","2022-10-14T00:00:00.000","20","TRANSITO","1","0"
"T.T. DE APARTADÓ","BUSETA","LUJO","05045","05837","2022-05-10T00:00:00.000","10","ORIGEN","1","5"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05615","2022-07-07T00:00:00.000","09","ORIGEN","1","6"
"T.T. DE IBAGUÉ","BUSETA","LUJO","73001","05001","2022-08-05T00:00:00.000","07","ORIGEN","1","6"
"T.T. DE PEREIRA","BUSETA","LUJO","17001","76147","2022-04-30T00:00:00.000","20","TRANSITO","1","2"
"T.T. DE ARMENIA","BUSETA","BASICO","63001","63401","2022-06-15T00:00:00.000","18","ORIGEN","1","8"
"T.T. DE ARMENIA","BUSETA","BASICO","63001","63401","2022-06-15T00:00:00.000","18","ORIGEN","1","8"
"T.T. DE ARMENIA","BUSETA","BASICO","63001","63401","2022-06-15T00:00:00.000","18","ORIGEN","1","8"
"T.T. DE DUITAMA","BUS","LUJO","15759","11001","2022-01-13T00:00:00.000","16","TRANSITO","1","15"
"T.T. DE IBAGUÉ","MICROBUS","BASICO","73001","73870","2022-09-24T00:00:00.000","12","ORIGEN","1","0"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15322","2022-01-10T00:00:00.000","16","ORIGEN","1","9"
"T.T. DE MONTERÍA","CAMPERO","LUJO","23001","05001","2022-06-20T00:00:00.000","12","ORIGEN","1","6"
"T.T. DE MEDELLÍN NORTE","BUS","BASICO","05001","05579","2022-02-22T00:00:00.000","08","ORIGEN","1","10"
"T.T. DE PITALITO","CAMIONETA","LUJO","41551","41660","2022-06-05T00:00:00.000","06","ORIGEN","1","12"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","11001","2022-06-05T00:00:00.000","07","ORIGEN","1","16"
"T.T. DE BARRANQUILLA","BUS","LUJO","08001","68001","2022-06-30T00:00:00.000","04","ORIGEN","1","1"
"T.T. DE GARZÓN","CAMIONETA","BASICO","41298","41306","2022-03-14T00:00:00.000","12","ORIGEN","1","7"
"T.T. DE PEREIRA","MICROBUS","LUJO","66001","66682","2022-04-02T00:00:00.000","10","ORIGEN","1","6"
"T.T. DE PEREIRA","MICROBUS","LUJO","66001","66682","2022-04-02T00:00:00.000","10","ORIGEN","1","6"
"T.T. DE YARUMAL","MICROBUS","LUJO","05887","05038","2022-08-15T00:00:00.000","09","ORIGEN","1","3"
"T.T. DE YARUMAL","MICROBUS","LUJO","05887","05038","2022-08-15T00:00:00.000","09","ORIGEN","1","3"
"T.T. DE HONDA","BUS","LUJO","17380","73001","2022-02-12T00:00:00.000","20","TRANSITO","1","7"
"T.T. DE SOGAMOSO","MICROBUS","LUJO","15759","15238","2022-08-18T00:00:00.000","08","ORIGEN","3","9"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","25290","2022-05-28T00:00:00.000","11","TRANSITO","1","4"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","50001","2022-06-20T00:00:00.000","11","ORIGEN","1","9"
"T.T. DE IBAGUÉ","BUS","LUJO","11001","66001","2022-02-02T00:00:00.000","13","TRANSITO","1","21"
"T.T. DE ARMENIA","BUSETA","BASICO","63001","63401","2022-01-26T00:00:00.000","07","ORIGEN","1","7"
"T.T. DE ARMENIA","BUSETA","BASICO","63001","63401","2022-01-26T00:00:00.000","07","ORIGEN","1","7"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15176","2022-10-02T00:00:00.000","06","ORIGEN","1","5"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15176","2022-10-02T00:00:00.000","06","ORIGEN","1","5"
"T.T. DE CALI","BUS","BASICO","76001","47570","2022-07-04T00:00:00.000","15","ORIGEN","1","4"
"T.T. DE SOGAMOSO","BUS","LUJO","15759","11001","2022-09-04T00:00:00.000","16","ORIGEN","1","6"
"T.T. DE APARTADÓ","BUSETA","LUJO","05045","05172","2022-10-03T00:00:00.000","14","ORIGEN","1","7"
"T.T. DE APARTADÓ","BUSETA","LUJO","05045","05172","2022-10-03T00:00:00.000","14","ORIGEN","1","7"
"T.T. DE CALI","MICROBUS","BASICO","76001","47570","2022-04-14T00:00:00.000","18","ORIGEN","1","4"
"T.T. DE MEDELLÍN NORTE","BUS","BASICO","05001","05756","2022-01-16T00:00:00.000","05","ORIGEN","1","2"
"T.T. DE MONTERÍA","CAMIONETA","LUJO","23001","70001","2022-02-18T00:00:00.000","12","ORIGEN","1","8"
"T.T. DE BARRANQUILLA","BUS","LUJO","08001","68001","2022-01-03T00:00:00.000","21","ORIGEN","1","18"
"T.T. DE ESPINAL","BUS","LUJO","73001","25307","2022-12-19T00:00:00.000","18","TRANSITO","1","0"
"T.T. DE BUCARAMANGA","BUS","LUJO","76001","54001","2022-01-08T00:00:00.000","08","TRANSITO","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25151","2022-11-21T00:00:00.000","07","ORIGEN","1","2"
"T.T. DE CALI","MICROBUS","BASICO","76001","76834","2022-06-09T00:00:00.000","10","ORIGEN","1","10"
"T.T. DE TULÚA","BUSETA","BASICO","76001","63001","2022-06-30T00:00:00.000","13","TRANSITO","1","13"
"T.T. DE GARZÓN","MICROBUS","BASICO","08433","52835","2022-07-22T00:00:00.000","14","TRANSITO","1","10"
"T.T. DE VILLAVICENCIO","MICROBUS","LUJO","50001","50573","2022-03-01T00:00:00.000","11","ORIGEN","1","2"
"T.T. DE FLORENCIA","AUTOMOVIL","LUJO","18001","18753","2022-02-23T00:00:00.000","12","ORIGEN","1","1"
"T.T. DE FLORENCIA","AUTOMOVIL","LUJO","18001","18753","2022-02-23T00:00:00.000","12","ORIGEN","1","1"
"T.T. DE IPIALES","AUTOMOVIL","BASICO","52356","52227","2022-01-06T00:00:00.000","09","ORIGEN","1","4"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05686","2022-12-30T00:00:00.000","12","ORIGEN","1","9"
"T.T. DE VALLEDUPAR","BUS","LUJO","20001","23001","2022-12-23T00:00:00.000","08","ORIGEN","1","30"
"T.T. DE CALI","BUS","BASICO","76001","47570","2022-11-20T00:00:00.000","16","ORIGEN","1","14"
"T.T. DE PASTO","BUS","BASICO","52001","52079","2022-10-24T00:00:00.000","13","ORIGEN","1","4"
"T.T. DE BUCARAMANGA","BUS","LUJO","11001","20001","2022-12-16T00:00:00.000","21","TRANSITO","1","30"
"T.T. DE CHIQUINQUIRÁ","MICROBUS","LUJO","11001","68077","2022-05-25T00:00:00.000","09","TRANSITO","1","0"
"T.T. DE CHIQUINQUIRÁ","MICROBUS","LUJO","11001","68077","2022-05-25T00:00:00.000","09","TRANSITO","1","0"
"T.T. DE IPIALES","CAMIONETA","BASICO","52356","52215","2022-12-13T00:00:00.000","18","ORIGEN","1","8"
"T.T. DE IPIALES","CAMIONETA","BASICO","52356","52215","2022-12-13T00:00:00.000","18","ORIGEN","1","8"
"T.T. DE IPIALES","CAMIONETA","BASICO","52356","52215","2022-12-13T00:00:00.000","18","ORIGEN","1","8"
"T.T. DE POPAYÁN","BUS","BASICO","76001","52356","2022-07-31T00:00:00.000","21","TRANSITO","1","37"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25151","2022-12-24T00:00:00.000","09","ORIGEN","1","1"
"T.T. DE MEDELLÍN NORTE","BUS","LUJO","05001","70820","2022-07-31T00:00:00.000","22","ORIGEN","1","31"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","50568","2022-05-24T00:00:00.000","21","ORIGEN","1","18"
"T.T. DE POPAYÁN","BUS","BASICO","76001","52356","2022-08-19T00:00:00.000","04","TRANSITO","1","9"
"T.T. DE BUGA","MICROBUS","LUJO","76111","76834","2022-02-25T00:00:00.000","15","ORIGEN","1","17"
"T.T. DE APARTADÓ","BUSETA","LUJO","05045","05051","2022-08-28T00:00:00.000","10","ORIGEN","1","15"
"T.T. DE TULÚA","BUS","LUJO","11001","76001","2022-02-03T00:00:00.000","04","TRANSITO","1","15"
"T.T. DE ARMENIA","BUSETA","BASICO","63001","63470","2022-05-11T00:00:00.000","07","ORIGEN","1","0"
"T.T. DE ARMENIA","BUSETA","BASICO","63001","63470","2022-05-11T00:00:00.000","07","ORIGEN","1","0"
"T.T. DE ARMENIA","BUSETA","BASICO","63001","63470","2022-05-11T00:00:00.000","07","ORIGEN","1","0"
"T.T. DE ARMENIA","BUSETA","BASICO","63001","63470","2022-05-11T00:00:00.000","07","ORIGEN","1","0"
"T.T. DE TULÚA","BUS","BASICO","76834","76001","2022-02-19T00:00:00.000","08","ORIGEN","1","9"
"T.T. DE CALI","AUTOMOVIL","BASICO","76001","19001","2022-11-26T00:00:00.000","09","ORIGEN","1","3"
"T.T. DE CALI","AUTOMOVIL","BASICO","76001","19001","2022-11-26T00:00:00.000","09","ORIGEN","1","3"
"T.T. DE BARRANQUILLA","BUS","LUJO","44430","23001","2022-09-02T00:00:00.000","11","TRANSITO","1","9"
"T.T. DE VALLEDUPAR","BUS","LUJO","20001","47001","2022-04-22T00:00:00.000","07","ORIGEN","1","5"
"T.T. DE BOGOTÁ SUR","BUSETA","LUJO","11001","25307","2022-08-26T00:00:00.000","09","TRANSITO","1","10"
"T.T. DE CÚCUTA","CAMIONETA","LUJO","54001","54172","2022-11-29T00:00:00.000","15","ORIGEN","1","2"
"T.T. DE CÚCUTA","CAMIONETA","LUJO","54001","54172","2022-11-29T00:00:00.000","15","ORIGEN","1","2"
"T.T. DE MONTERÍA","BUS","LUJO","23001","23807","2022-02-24T00:00:00.000","14","ORIGEN","1","4"
"T.T. DE PASTO","CAMPERO","BASICO","52001","52560","2022-02-06T00:00:00.000","06","ORIGEN","1","8"
"T.T. DE ESPINAL","BUS","LUJO","11001","41001","2022-04-12T00:00:00.000","11","TRANSITO","1","0"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05284","2022-01-06T00:00:00.000","17","ORIGEN","1","13"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63190","2022-02-25T00:00:00.000","20","ORIGEN","1","5"
"T.T. DE VILLAVICENCIO","BUS","LUJO","50001","11001","2022-06-28T00:00:00.000","21","ORIGEN","1","44"
"T.T. DE CARTAGENA","BUS","LUJO","13001","44430","2022-02-26T00:00:00.000","19","ORIGEN","1","20"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","15759","2022-04-12T00:00:00.000","12","ORIGEN","1","1"
"T.T. DE HONDA","BUS","LUJO","25875","17380","2022-04-07T00:00:00.000","12","TRANSITO","1","4"
"T.T. DE IBAGUÉ","MICROBUS","BASICO","73001","73319","2022-06-09T00:00:00.000","14","ORIGEN","1","17"
"T.T. DE TUNJA","MICROBUS","LUJO","15759","11001","2022-07-16T00:00:00.000","23","TRANSITO","1","15"
"T.T. DE TULÚA","BUS","BASICO","05001","76001","2022-11-21T00:00:00.000","22","TRANSITO","1","15"
"T.T. DE IPIALES","AUTOMOVIL","BASICO","52356","52317","2022-01-27T00:00:00.000","11","ORIGEN","1","4"
"T.T. DE IPIALES","AUTOMOVIL","BASICO","52356","52317","2022-01-27T00:00:00.000","11","ORIGEN","1","4"
"T.T. DE IPIALES","AUTOMOVIL","BASICO","52356","52317","2022-01-27T00:00:00.000","11","ORIGEN","1","4"
"T.T. DE PASTO","CAMPERO","BASICO","52001","86885","2022-07-06T00:00:00.000","07","ORIGEN","1","8"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","66001","2022-10-07T00:00:00.000","23","ORIGEN","1","18"
"T.T. DE TUNJA","MICROBUS","LUJO","15660","11001","2022-08-16T00:00:00.000","14","TRANSITO","1","7"
"T.T. DE PITALITO","CAMIONETA","LUJO","41551","41807","2022-06-22T00:00:00.000","12","ORIGEN","1","5"
"T.T. DE AGUAZUL","MICROBUS","LUJO","85410","85001","2022-02-01T00:00:00.000","08","TRANSITO","1","0"
"T.T. DE IPIALES","MICROBUS","BASICO","52356","52001","2022-05-08T00:00:00.000","08","ORIGEN","1","14"
"T.T. DE IPIALES","MICROBUS","BASICO","52356","52001","2022-05-08T00:00:00.000","08","ORIGEN","1","14"
"T.T. DE IPIALES","MICROBUS","BASICO","52356","52001","2022-05-08T00:00:00.000","08","ORIGEN","1","14"
"T.T. DE HONDA","BUS","LUJO","73349","11001","2022-12-29T00:00:00.000","18","TRANSITO","1","1"
"T.T. DE BOGOTÁ NORTE","BUS","LUJO","11001","15759","2022-04-28T00:00:00.000","05","TRANSITO","1","0"
"T.T. DE BOGOTÁ NORTE","BUS","LUJO","11001","15759","2022-04-28T00:00:00.000","05","TRANSITO","1","0"
"T.T. DE BOGOTÁ NORTE","BUS","LUJO","11001","15759","2022-04-28T00:00:00.000","05","TRANSITO","1","0"
"T.T. DE TULÚA","BUS","BASICO","63001","76001","2022-09-18T00:00:00.000","13","TRANSITO","1","4"
"T.T. DE PASTO","CAMPERO","BASICO","52001","52110","2022-03-18T00:00:00.000","14","ORIGEN","1","8"
"T.T. DE PASTO","CAMPERO","BASICO","52001","52110","2022-03-18T00:00:00.000","14","ORIGEN","1","8"
"T.T. DE CALI","MICROBUS","BASICO","19001","63001","2022-01-20T00:00:00.000","16","TRANSITO","1","19"
"T.T. DE MELGAR","MICROBUS","BASICO","73449","25307","2022-12-28T00:00:00.000","05","ORIGEN","1","5"
"T.T. DE TULÚA","MICROBUS","BASICO","11001","76001","2022-07-24T00:00:00.000","17","TRANSITO","1","15"
"T.T. DE FLORENCIA","AUTOMOVIL","LUJO","18001","18029","2022-06-19T00:00:00.000","14","ORIGEN","1","1"
"T.T. DE FLORENCIA","AUTOMOVIL","LUJO","18001","18029","2022-06-19T00:00:00.000","14","ORIGEN","1","1"
"T.T. DE NEIVA","BUS","BASICO","41551","11001","2022-04-26T00:00:00.000","21","TRANSITO","1","34"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15516","2022-01-07T00:00:00.000","15","ORIGEN","1","3"
"T.T. DE MEDELLÍN SUR","BUS","BASICO","05001","66001","2022-12-30T00:00:00.000","21","ORIGEN","1","41"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63130","2022-12-28T00:00:00.000","08","ORIGEN","1","6"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63130","2022-12-28T00:00:00.000","08","ORIGEN","1","6"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63130","2022-12-28T00:00:00.000","08","ORIGEN","1","6"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63130","2022-12-28T00:00:00.000","08","ORIGEN","1","6"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63130","2022-12-28T00:00:00.000","08","ORIGEN","1","6"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63130","2022-12-28T00:00:00.000","08","ORIGEN","1","6"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63130","2022-12-28T00:00:00.000","08","ORIGEN","1","6"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63130","2022-12-28T00:00:00.000","08","ORIGEN","1","6"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63130","2022-12-28T00:00:00.000","08","ORIGEN","1","6"
"T.T. DE DUITAMA","BUS","LUJO","11001","15759","2022-08-29T00:00:00.000","22","TRANSITO","1","1"
"T.T. DE MELGAR","BUSETA","BASICO","25307","11001","2022-10-30T00:00:00.000","05","TRANSITO","2","0"
"T.T. DE BOGOTÁ SUR","BUSETA","LUJO","11001","73001","2022-06-01T00:00:00.000","08","TRANSITO","1","13"
"T.T. DE ESPINAL","CAMIONETA","LUJO","73268","73319","2022-10-13T00:00:00.000","15","ORIGEN","2","17"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","63272","2022-09-13T00:00:00.000","07","ORIGEN","1","13"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","15759","2022-09-25T00:00:00.000","12","ORIGEN","1","7"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15759","2022-11-16T00:00:00.000","07","ORIGEN","1","10"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15759","2022-11-16T00:00:00.000","07","ORIGEN","1","10"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15759","2022-11-16T00:00:00.000","07","ORIGEN","1","10"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15759","2022-11-16T00:00:00.000","07","ORIGEN","1","10"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15759","2022-11-16T00:00:00.000","07","ORIGEN","1","10"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15759","2022-11-16T00:00:00.000","07","ORIGEN","1","10"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15759","2022-11-16T00:00:00.000","07","ORIGEN","1","10"
"T.T. DE BUENAVENTURA","CAMIONETA","BASICO","76109","76111","2022-01-10T00:00:00.000","13","ORIGEN","1","3"
"T.T. DE MEDELLÍN NORTE","BUS","BASICO","05001","05664","2022-08-24T00:00:00.000","11","ORIGEN","1","12"
"T.T. DE PEREIRA","MICROBUS","LUJO","66001","76400","2022-11-07T00:00:00.000","09","ORIGEN","1","9"
"T.T. DE CALI","BUS","BASICO","76001","47570","2022-07-26T00:00:00.000","14","ORIGEN","1","3"
"T.T. DE BUGA","CAMIONETA","LUJO","76111","76109","2022-10-15T00:00:00.000","06","ORIGEN","1","8"
"T.T. DE CALI","MICROBUS","BASICO","76001","76275","2022-04-14T00:00:00.000","11","ORIGEN","1","10"
"T.T. DE VILLAVICENCIO","MICROBUS","LUJO","50001","50287","2022-12-31T00:00:00.000","02","ORIGEN","1","19"
"T.T. DE MEDELLÍN NORTE","BUS","BASICO","05001","05615","2022-02-17T00:00:00.000","16","ORIGEN","1","12"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","66456","2022-09-04T00:00:00.000","06","ORIGEN","1","7"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25875","2022-11-11T00:00:00.000","16","ORIGEN","1","1"
"T.T. DE TUNJA","BUS","LUJO","15759","11001","2022-02-14T00:00:00.000","05","TRANSITO","1","28"
"T.T. DE MANIZALES","CAMIONETA","LUJO","17001","05001","2022-07-18T00:00:00.000","08","ORIGEN","1","9"
"T.T. DE CALI","MICROBUS","BASICO","76001","05240","2022-01-26T00:00:00.000","14","ORIGEN","1","8"
"T.T. DE SOGAMOSO","BUS","LUJO","15759","15296","2022-08-21T00:00:00.000","18","ORIGEN","1","4"
"T.T. DE MONTERÍA","AUTOMOVIL","LUJO","23001","23182","2022-06-21T00:00:00.000","18","ORIGEN","1","1"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15757","2022-05-16T00:00:00.000","17","ORIGEN","1","10"
"T.T. DE CALI","BUSETA","BASICO","76001","76869","2022-10-20T00:00:00.000","14","ORIGEN","1","5"
"T.T. DE PITALITO","CAMIONETA","LUJO","41551","41001","2022-10-14T00:00:00.000","16","ORIGEN","1","8"
"T.T. DE BUGA","CAMIONETA","LUJO","76111","76306","2022-03-05T00:00:00.000","05","ORIGEN","1","0"
"T.T. DE BUGA","CAMIONETA","LUJO","76111","76306","2022-03-05T00:00:00.000","05","ORIGEN","1","0"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","73168","2022-02-24T00:00:00.000","00","TRANSITO","1","1"
"T.T. DE BUGA","BUSETA","LUJO","76001","05001","2022-01-18T00:00:00.000","07","TRANSITO","1","1"
"T.T. DE ARMENIA","BUS","LUJO","11001","76001","2022-10-11T00:00:00.000","15","TRANSITO","1","30"
"T.T. DE FUSAGASUGA","BUS","LUJO","11001","41001","2022-12-20T00:00:00.000","15","TRANSITO","1","2"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","68001","2022-07-13T00:00:00.000","18","ORIGEN","1","29"
"T.T. DE MANIZALES","MICROBUS","LUJO","17001","17486","2022-01-08T00:00:00.000","18","ORIGEN","1","16"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25875","2022-02-06T00:00:00.000","14","ORIGEN","1","4"
"T.T. DE CARTAGENA","BUS","LUJO","13001","44430","2022-04-24T00:00:00.000","14","ORIGEN","1","10"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","13001","2022-01-04T00:00:00.000","15","ORIGEN","1","27"
"T.T. DE VILLAVICENCIO","MICROBUS","LUJO","25181","50313","2022-08-01T00:00:00.000","09","TRANSITO","1","3"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25281","2022-08-08T00:00:00.000","12","ORIGEN","1","1"
"T.T. DE ESPINAL","CAMIONETA","LUJO","73268","73319","2022-02-22T00:00:00.000","14","ORIGEN","1","0"
"T.T. DE APARTADÓ","MICROBUS","LUJO","05045","05837","2022-11-01T00:00:00.000","06","ORIGEN","1","2"
"T.T. DE VILLAVICENCIO","MICROBUS","LUJO","50001","11001","2022-05-18T00:00:00.000","17","ORIGEN","1","3"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63130","2022-02-08T00:00:00.000","13","ORIGEN","1","4"
"T.T. DE POPAYÁN","BUS","BASICO","52356","76001","2022-03-23T00:00:00.000","07","TRANSITO","1","18"
"T.T. DE APARTADÓ","MICROBUS","LUJO","05045","05837","2022-10-18T00:00:00.000","16","ORIGEN","1","13"
"T.T. DE ESPINAL","BUSETA","LUJO","73563","11001","2022-09-14T00:00:00.000","12","ORIGEN","1","10"
"T.T. DE ESPINAL","BUSETA","LUJO","11001","73504","2022-08-27T00:00:00.000","12","TRANSITO","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25873","2022-10-12T00:00:00.000","04","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25873","2022-10-12T00:00:00.000","04","ORIGEN","1","0"
"T.T. DE MELGAR","BUS","BASICO","73449","11001","2022-11-20T00:00:00.000","17","ORIGEN","1","31"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15759","2022-12-21T00:00:00.000","09","ORIGEN","1","19"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15759","2022-12-21T00:00:00.000","09","ORIGEN","1","19"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25035","2022-06-06T00:00:00.000","05","ORIGEN","1","1"
"T.T. DE VILLAVICENCIO","BUS","LUJO","11001","50568","2022-12-27T00:00:00.000","01","TRANSITO","1","40"
