"fecha","placa","categoria_vehiculo","peso_registrado_en_bascula","peso_maximo_vehicular","estaci_n","c_digo"
"01/01/2024","862a07f619a5f04","C2","4000","10500","Tafetanes","CVN50"
"01/01/2024","15c3a38a6625471","C2","12380","13500","Tafetanes","CVN50"
"01/01/2024","f367f57f5f6f098","3S3","47020","53300","Tafetanes","CVN50"
"01/01/2024","990bfd6a888a187","C2","5750","13500","Tafetanes","CVN50"
"01/01/2024","2c3a8eb0af9a941","C2","12200","15425","Tafetanes","CVN50"
"01/01/2024","24fda1afb1ea940","C2","14920","17500","Tafetanes","CVN50"
"01/01/2024","23fc6b93a78387f","C2","5270","7000","Tafetanes","CVN50"
"01/01/2024","f08c82e527dafd0","3S3","17770","53300","Tafetanes","CVN50"
"01/01/2024","abd1a9844d34ddc","3S3","51180","53300","Tafetanes","CVN50"
"01/01/2024","7df92c1c47311a5","C2","16830","17500","Tafetanes","CVN50"
"01/01/2024","31812c312e86ebb","C2","15940","17425","Tafetanes","CVN50"
"01/01/2024","894b9ba32ed88e6","C2","4490","10500","Tafetanes","CVN50"
"01/01/2024","6369b16674771ac","C2","10000","17500","Tafetanes","CVN50"
"01/01/2024","b8a44d2c95fd252","C2","7460","10925","Tafetanes","CVN50"
"02/01/2024","a1c6b4a08385fd6","3S3","50560","53300","Tafetanes","CVN50"
"02/01/2024","682aa32e71e695c","C2","13060","15425","Tafetanes","CVN50"
"02/01/2024","540b18a6b899068","C2","7660","10500","Tafetanes","CVN50"
"02/01/2024","9b33fb10bc49d5b","C2","9260","10500","Tafetanes","CVN50"
"02/01/2024","a691c0693945b81","C3","12530","28700","Tafetanes","CVN50"
"02/01/2024","97f29e0119e1c47","C2","5480","9000","Tafetanes","CVN50"
"02/01/2024","abc14f470ab2297","C3","12470","28700","Tafetanes","CVN50"
"02/01/2024","fdb17150e98610f","3S3","52000","53300","Tafetanes","CVN50"
"02/01/2024","5aef29c6b2f40d2","C2","10270","17500","Tafetanes","CVN50"
"02/01/2024","a185e608354fefb","3S3","53020","53300","Tafetanes","CVN50"
"02/01/2024","434ea5c36851b7c","C2","5980","7000","Tafetanes","CVN50"
"02/01/2024","2e766d3b396162c","C3","12740","28700","Tafetanes","CVN50"
"02/01/2024","57d2202178e6b89","C2","6470","10500","Tafetanes","CVN50"
"02/01/2024","7c68261475d0fb6","C3","11470","28700","Tafetanes","CVN50"
"02/01/2024","d7435513da4a625","3S2","47530","49200","Tafetanes","CVN50"
"02/01/2024","67bdf3a8e55f994","C2","5860","7000","Tafetanes","CVN50"
"02/01/2024","2e470e7a69bcf69","C2","5990","10500","Tafetanes","CVN50"
"02/01/2024","ed7a6ec996fe212","C3","27880","28700","Tafetanes","CVN50"
"02/01/2024","c269da13f868609","C2","4680","10500","Tafetanes","CVN50"
"02/01/2024","f8d112e8b12a575","3S3","49730","53300","Tafetanes","CVN50"
"02/01/2024","1559acd59b25410","C3","26200","28700","Tafetanes","CVN50"
"02/01/2024","f48d27678213981","3S3","51620","53300","Tafetanes","CVN50"
"02/01/2024","de0510f9f85a8d8","3S3","51980","53300","Tafetanes","CVN50"
"02/01/2024","83dadd857108dab","3S3","50160","53300","Tafetanes","CVN50"
"02/01/2024","8a310186a7191ba","3S3","20780","53300","Tafetanes","CVN50"
"02/01/2024","7f24226a79ced6e","C2","8070","11500","Tafetanes","CVN50"
"02/01/2024","84c0b9ce9096f7c","C2","3080","5500","Tafetanes","CVN50"
"02/01/2024","fc132ff080e2b49","3S3","52220","53300","Tafetanes","CVN50"
"02/01/2024","513b9397f4bdd2f","C2","15610","17500","Tafetanes","CVN50"
"02/01/2024","ec2e43683ed3b39","C2","9950","10925","Tafetanes","CVN50"
"02/01/2024","8f98b7127cefd80","C2","13040","17425","Tafetanes","CVN50"
"02/01/2024","234677f936cd797","C2","8080","13500","Tafetanes","CVN50"
"02/01/2024","3c774fdf0076dfb","3S3","47110","53300","Tafetanes","CVN50"
"02/01/2024","412c58d9c547c17","C2","4500","7000","Tafetanes","CVN50"
"02/01/2024","a73f7fe70c39700","C2","9040","13500","Tafetanes","CVN50"
"02/01/2024","0447f8c9834b49d","C2","11170","17500","Tafetanes","CVN50"
"02/01/2024","2de8c2df5c845cc","C2","10100","17500","Tafetanes","CVN50"
"02/01/2024","ae9c190d8c8fdc1","3S3","41040","53300","Tafetanes","CVN50"
"02/01/2024","eec706ba4034973","C2","5030","11500","Tafetanes","CVN50"
"02/01/2024","f7450fecac97970","C2","5550","7000","Tafetanes","CVN50"
"02/01/2024","972902ab0d92cc1","C2","5370","13500","Tafetanes","CVN50"
"02/01/2024","f2774c74a652cda","C2","5900","13500","Tafetanes","CVN50"
"02/01/2024","12ebaf67622401b","C2","16770","17500","Tafetanes","CVN50"
"02/01/2024","38483ad41c93d53","C2","8060","10500","Tafetanes","CVN50"
"02/01/2024","e8e188cc327f0ff","3S3","48370","53300","Tafetanes","CVN50"
"02/01/2024","83baea351fa4b56","C3","27370","28700","Tafetanes","CVN50"
"02/01/2024","7a4d57ad0f8e45c","C2","9190","10500","Tafetanes","CVN50"
"02/01/2024","a4792354d9dc726","C2","15890","17500","Tafetanes","CVN50"
"02/01/2024","3d615e0d46966cb","C2","7770","10500","Tafetanes","CVN50"
"02/01/2024","5bb12838347d3ae","C2","4140","10500","Tafetanes","CVN50"
"02/01/2024","d93a09f485230e4","C2","6280","10500","Tafetanes","CVN50"
"02/01/2024","a89e9c8af346178","3S3","48690","53300","Tafetanes","CVN50"
"02/01/2024","c4519feba6b6c4a","C2","11280","17500","Tafetanes","CVN50"
"02/01/2024","f737dd3457171dc","C2","18510","17500","Tafetanes","CVN50"
"02/01/2024","26b1cab93d25219","C2","4620","13500","Tafetanes","CVN50"
"02/01/2024","c0e4010b0e5ed5b","C3","25450","28700","Tafetanes","CVN50"
"02/01/2024","2f006b192a9f379","3S3","50850","53300","Tafetanes","CVN50"
"02/01/2024","493e2e6dde67e3a","C2","9010","17500","Tafetanes","CVN50"
"02/01/2024","dc7084154e79ac9","C2","7800","17500","Tafetanes","CVN50"
"02/01/2024","5f9c01f8ec337e0","3S3","51790","53300","Tafetanes","CVN50"
"02/01/2024","29b85f835a66fcf","C3","27170","28700","Tafetanes","CVN50"
"02/01/2024","f7dde96d723cb03","3S3","44610","53300","Tafetanes","CVN50"
"02/01/2024","eb1b95dd646d393","C2","10610","15500","Tafetanes","CVN50"
"02/01/2024","40778f7b83ea6ed","C2","4640","13500","Tafetanes","CVN50"
"02/01/2024","717af55c8c4decb","C3","23780","28700","Tafetanes","CVN50"
"02/01/2024","ecb2490eb0cbbba","C2","4870","7000","Tafetanes","CVN50"
"02/01/2024","945f4d411ca1b8d","C2","5140","9000","Tafetanes","CVN50"
"02/01/2024","aff295c86a74d0b","C2","10560","10500","Tafetanes","CVN50"
"02/01/2024","281afa41cf02430","C2","7350","13500","Tafetanes","CVN50"
"02/01/2024","e672ec9bf1b8f13","C2","9330","11500","Tafetanes","CVN50"
"02/01/2024","f27d36aa8794072","C2","8130","13500","Tafetanes","CVN50"
"02/01/2024","6635f825336f1ac","C2","8690","9000","Tafetanes","CVN50"
"02/01/2024","a6087dedf57edbb","3S3","52000","53300","Tafetanes","CVN50"
"02/01/2024","39184e65440fa45","C2","3650","9000","Tafetanes","CVN50"
"02/01/2024","088c1ad9763f4e5","C2","7150","17500","Tafetanes","CVN50"
"02/01/2024","947cd5a231cd05d","C2","14750","17425","Tafetanes","CVN50"
"02/01/2024","3996c184a39496e","C2","14140","17500","Tafetanes","CVN50"
"02/01/2024","2d892f3a1dd1e18","3S3","48970","53300","Tafetanes","CVN50"
"02/01/2024","7b5c049153dcbc6","C2","8060","11500","Tafetanes","CVN50"
"02/01/2024","05ca14e3f9b1e5e","C2","5090","10500","Tafetanes","CVN50"
"02/01/2024","6740316aac348e8","C3","28510","28700","Tafetanes","CVN50"
"02/01/2024","73771f4da590d2a","C2","8540","30000","Tafetanes","CVN50"
"02/01/2024","255d9025693ccb0","C2","8070","13500","Tafetanes","CVN50"
"02/01/2024","8b978ca1a23d5a9","C2","8400","13500","Tafetanes","CVN50"
"02/01/2024","c1aa0acc6119bd9","C2","8820","17500","Tafetanes","CVN50"
"02/01/2024","792e3d1de99e464","C2","8940","17425","Tafetanes","CVN50"
"02/01/2024","5249277a09c0669","3S3","51080","53300","Tafetanes","CVN50"
"02/01/2024","acf2617c7c98eee","C2","8460","11500","Tafetanes","CVN50"
"02/01/2024","e81adc297569d6c","C2","9100","11500","Tafetanes","CVN50"
"02/01/2024","7648dedaac8dc0f","C2","7460","11500","Tafetanes","CVN50"
"02/01/2024","a5c1c39259e4e90","C2","9450","10500","Tafetanes","CVN50"
"02/01/2024","4fcabfe36801726","C2","6230","9000","Tafetanes","CVN50"
"02/01/2024","b646deb40c72764","3S2","40560","49200","Tafetanes","CVN50"
"02/01/2024","23357a4f49b2fe0","3S3","51590","53300","Tafetanes","CVN50"
"02/01/2024","97425f05b6f2599","C2","6710","13500","Tafetanes","CVN50"
"02/01/2024","d83e34e8f2e7bfa","C2","12840","17425","Tafetanes","CVN50"
"02/01/2024","0ad850ae224a5e9","C2","7940","10500","Tafetanes","CVN50"
"02/01/2024","ed5feda9a5c60a8","3S3","51240","53300","Tafetanes","CVN50"
"02/01/2024","27774b0cc94d8ce","C2","8480","13500","Tafetanes","CVN50"
"02/01/2024","8498c5a5b785ff5","C2","9900","17500","Tafetanes","CVN50"
"02/01/2024","f715ac06ed0480f","C2","8540","10500","Tafetanes","CVN50"
"02/01/2024","5e67a3993a9fb97","C2","6960","13500","Tafetanes","CVN50"
"02/01/2024","d1ef182f189c900","C2","6600","11500","Tafetanes","CVN50"
"02/01/2024","e280fcd87730cdf","C2","5970","10500","Tafetanes","CVN50"
"02/01/2024","671db16e8161f4e","C2","4850","7000","Tafetanes","CVN50"
"02/01/2024","ac908d9b8a81297","C2","8730","10500","Tafetanes","CVN50"
"02/01/2024","d91864060c84b52","C3","27370","28700","Tafetanes","CVN50"
"02/01/2024","815016645bf2610","C2","11560","13500","Tafetanes","CVN50"
"02/01/2024","41302200ea46229","C2","13070","13500","Tafetanes","CVN50"
"02/01/2024","c3c3df952970750","C2","8890","13500","Tafetanes","CVN50"
"02/01/2024","e8e188cc327f0ff","3S3","50320","53300","Tafetanes","CVN50"
"02/01/2024","acc040bccbc5108","C2","7830","10500","Tafetanes","CVN50"
"02/01/2024","a0f05a0131b7549","3S3","43540","53300","Tafetanes","CVN50"
"02/01/2024","04a6cc34c4ff2eb","C2","8920","10825","Tafetanes","CVN50"
"02/01/2024","e52ef23375f0ed8","C2","11330","17500","Tafetanes","CVN50"
"02/01/2024","f03ab6141d964f5","C2","5420","10500","Tafetanes","CVN50"
"02/01/2024","74226d4ed401be8","C2","10830","10915","Tafetanes","CVN50"
"02/01/2024","392a289d5aa714c","C2","14390","17500","Tafetanes","CVN50"
"02/01/2024","99326e8b2d40fec","C2","8440","11500","Tafetanes","CVN50"
"02/01/2024","acc3b36bcd95779","3S3","49960","53300","Tafetanes","CVN50"
"02/01/2024","1e2c774e4e4e8d2","C2","7070","10925","Tafetanes","CVN50"
"02/01/2024","a1d5d9be99a5220","C2","17000","17500","Tafetanes","CVN50"
"02/01/2024","e34ad6e75e1ea5e","3S3","52710","53300","Tafetanes","CVN50"
"03/01/2024","778bf68efe81065","C2","8900","14425","Tafetanes","CVN50"
"03/01/2024","4779551a8332138","C2","6100","11500","Tafetanes","CVN50"
"03/01/2024","449dd2bae06e7ed","C2","7140","30000","Tafetanes","CVN50"
"03/01/2024","d7232292879e137","C2","5980","10500","Tafetanes","CVN50"
"03/01/2024","9f14b3debdc2823","C2","10950","13500","Tafetanes","CVN50"
"03/01/2024","e800c84971f123b","C2","8450","13500","Tafetanes","CVN50"
"03/01/2024","19602b07bef68c6","C3","20020","28700","Tafetanes","CVN50"
"03/01/2024","4967518b226e445","C2","5310","10500","Tafetanes","CVN50"
"03/01/2024","fb94e40f1b742a2","C2","7140","11500","Tafetanes","CVN50"
"03/01/2024","d65d9ec53843cd7","C2","8140","13500","Tafetanes","CVN50"
"03/01/2024","decb665f6c79959","3S3","47770","53300","Tafetanes","CVN50"
"03/01/2024","6c689522431df4d","C3","22450","28700","Tafetanes","CVN50"
"03/01/2024","6f16c4819e6e659","C2","10040","17500","Tafetanes","CVN50"
"03/01/2024","667e9b9f06ba0c3","C2","9120","10500","Tafetanes","CVN50"
"03/01/2024","873837dd52ec63a","C2","9190","13500","Tafetanes","CVN50"
"03/01/2024","d5041d4b6e6ff79","3S2","47750","49200","Tafetanes","CVN50"
"03/01/2024","fb51351a68e5f08","C2","4910","10500","Tafetanes","CVN50"
"03/01/2024","2feaf5a2e7ee01b","3S2","47560","49200","Tafetanes","CVN50"
"03/01/2024","e2b594341981678","3S3","51760","53300","Tafetanes","CVN50"
"03/01/2024","2e65b17f3d706ea","C2","3910","7000","Tafetanes","CVN50"
"03/01/2024","aaa7a87224d7e3b","C2","5330","10500","Tafetanes","CVN50"
"03/01/2024","273cc5142f0302c","3S3","49870","53300","Tafetanes","CVN50"
"03/01/2024","bb01957c2b3ecc9","C2","6980","8925","Tafetanes","CVN50"
"03/01/2024","6b946cf0fd2bd83","C3","27320","28700","Tafetanes","CVN50"
"03/01/2024","b96fbbef542b576","C2","7630","10500","Tafetanes","CVN50"
"03/01/2024","cd72ec881edf2cb","C2","6440","13500","Tafetanes","CVN50"
"03/01/2024","1c2488a9dd626cd","C2","17140","17500","Tafetanes","CVN50"
"03/01/2024","f85f2cb62c7be78","3S3","52130","53300","Tafetanes","CVN50"
"03/01/2024","69c9cea58e1cca3","C2","11120","13500","Tafetanes","CVN50"
"03/01/2024","e9b7d546239a997","C2","5910","11500","Tafetanes","CVN50"
"03/01/2024","abdd8e8b0f96f16","C2","6260","13500","Tafetanes","CVN50"
"03/01/2024","e9df645b375b1c7","C2","14450","17500","Tafetanes","CVN50"
"03/01/2024","9a3ddefa5dd8e0a","3S3","51580","53300","Tafetanes","CVN50"
"03/01/2024","339dbbffd5b1f7c","3S3","52440","53300","Tafetanes","CVN50"
"03/01/2024","e7bef059655a041","3S2","47600","49200","Tafetanes","CVN50"
"03/01/2024","cea58a7e692d1c4","C2","4380","5500","Tafetanes","CVN50"
"03/01/2024","4d053bede2b36ce","C2","12000","13500","Tafetanes","CVN50"
"03/01/2024","3c71ff0c7efa8d3","C2","11820","13500","Tafetanes","CVN50"
"03/01/2024","f8d112e8b12a575","3S3","49200","53300","Tafetanes","CVN50"
"03/01/2024","8e18fdfd0d367bd","C2","7200","9000","Tafetanes","CVN50"
"03/01/2024","c4fe8ee6824d982","3S3","52190","53300","Tafetanes","CVN50"
"03/01/2024","35a627fd1a1cc9b","C2","16780","17500","Tafetanes","CVN50"
"03/01/2024","0f5977a2079ecef","C2","5420","6355","Tafetanes","CVN50"
"03/01/2024","0cf90946349ff1c","3S3","51120","53300","Tafetanes","CVN50"
"03/01/2024","7bf22391f1dbcc5","C2","9630","10825","Tafetanes","CVN50"
"03/01/2024","01967ed20143d56","C2","6130","13500","Tafetanes","CVN50"
"03/01/2024","320fb048191a094","C2","10860","13500","Tafetanes","CVN50"
"03/01/2024","5651d59e3d188d8","C2","15260","17425","Tafetanes","CVN50"
"03/01/2024","594116b43f08795","C2","8310","10500","Tafetanes","CVN50"
"03/01/2024","4d1026717dae336","C2","8260","13500","Tafetanes","CVN50"
"03/01/2024","eb966cde81ae217","C2","7000","11500","Tafetanes","CVN50"
"03/01/2024","debbb5356f776f4","3S3","17270","53300","Tafetanes","CVN50"
"03/01/2024","3f68d3ad58cdb87","C2","7550","9925","Tafetanes","CVN50"
"03/01/2024","e17b63354d7fe44","3S3","51000","53300","Tafetanes","CVN50"
"03/01/2024","d9e1b7bf51ea4c5","C2","12090","13500","Tafetanes","CVN50"
"03/01/2024","a402c571be60755","C2","16020","17425","Tafetanes","CVN50"
"03/01/2024","61b14bb478f51ab","C2","6770","8225","Tafetanes","CVN50"
"03/01/2024","2a20e9067f65260","3S3","48530","53300","Tafetanes","CVN50"
"03/01/2024","322be5f54583b6c","C2","7440","13500","Tafetanes","CVN50"
"03/01/2024","7057aa1b4412c90","C2","6630","7000","Tafetanes","CVN50"
"03/01/2024","e8e188cc327f0ff","3S3","49480","53300","Tafetanes","CVN50"
"03/01/2024","53af48789d99d0a","C2","3630","10500","Tafetanes","CVN50"
"03/01/2024","f3f4c96ab9555c8","C2","11290","17500","Tafetanes","CVN50"
"03/01/2024","08de761a858784f","3S3","50520","53300","Tafetanes","CVN50"
"03/01/2024","38483ad41c93d53","C2","10070","10500","Tafetanes","CVN50"
"03/01/2024","83baea351fa4b56","C3","27310","28700","Tafetanes","CVN50"
"03/01/2024","39709c3032988f0","C2","10890","13500","Tafetanes","CVN50"
"03/01/2024","5fbb89f1f38fc47","C2","11770","17500","Tafetanes","CVN50"
"03/01/2024","6eba74bff1e8da4","C2","3600","5625","Tafetanes","CVN50"
"03/01/2024","59b178bdc417902","C2","8870","10915","Tafetanes","CVN50"
"03/01/2024","509d641d2c5cb2a","3S3","50460","53300","Tafetanes","CVN50"
"03/01/2024","254aabdb7f6bdf8","3S3","52300","53300","Tafetanes","CVN50"
"03/01/2024","35b18e60afddba7","3S3","52430","53300","Tafetanes","CVN50"
"03/01/2024","710789ad762cb98","3S3","50690","53300","Tafetanes","CVN50"
"03/01/2024","f72cd2473e6e2f8","C3","12770","28700","Tafetanes","CVN50"
"03/01/2024","af04df2792b3df6","C2","17410","17500","Tafetanes","CVN50"
"03/01/2024","3d9cc53380786d7","C2","17260","17500","Tafetanes","CVN50"
"03/01/2024","5aef29c6b2f40d2","C2","10090","17500","Tafetanes","CVN50"
"03/01/2024","20541761d247854","C2","5730","10500","Tafetanes","CVN50"
"03/01/2024","0447f8c9834b49d","C2","10390","17500","Tafetanes","CVN50"
"03/01/2024","183247daf3f6e05","3S3","37910","53300","Tafetanes","CVN50"
"03/01/2024","01e59d318e41260","3S3","49980","53300","Tafetanes","CVN50"
"03/01/2024","652e3d1bdbb1516","C2","6720","11500","Tafetanes","CVN50"
"03/01/2024","bc1c0090297aff8","3S3","52260","53300","Tafetanes","CVN50"
"03/01/2024","3aa5f3c6c520170","C2","23020","17500","Tafetanes","CVN50"
"03/01/2024","3faa95e4a68bf7b","C2","6410","10500","Tafetanes","CVN50"
"03/01/2024","c5e72a7576eb360","C2","4820","7000","Tafetanes","CVN50"
"03/01/2024","aef7b13cbf55865","C2","15130","17425","Tafetanes","CVN50"
"03/01/2024","b507a0161df3225","C2","9650","13500","Tafetanes","CVN50"
"03/01/2024","76eaa32e7f0e76f","3S3","51910","53300","Tafetanes","CVN50"
"03/01/2024","f329c2ccb55558e","C2","10260","15500","Tafetanes","CVN50"
"03/01/2024","73771f4da590d2a","C2","8170","30000","Tafetanes","CVN50"
"03/01/2024","40778f7b83ea6ed","C2","4810","13500","Tafetanes","CVN50"
"03/01/2024","bd27191dcb52146","C2","15650","17500","Tafetanes","CVN50"
"03/01/2024","d3decbef5b01883","3S3","49470","53300","Tafetanes","CVN50"
"03/01/2024","6fa4d509e3c5718","3S3","49160","53300","Tafetanes","CVN50"
"03/01/2024","dda6f81376d31f3","C2","4860","5500","Tafetanes","CVN50"
"03/01/2024","97a5ef199230c88","C2","7350","17500","Tafetanes","CVN50"
"03/01/2024","7d158524240b080","C2","9900","10500","Tafetanes","CVN50"
"03/01/2024","eec706ba4034973","C2","10850","11500","Tafetanes","CVN50"
"03/01/2024","a9bbf41060a371a","3S2","47770","49200","Tafetanes","CVN50"
"03/01/2024","b1254e59b1a816a","C2","12500","19000","Tafetanes","CVN50"
"03/01/2024","57cf1bf4de1adf2","C2","15810","17500","Tafetanes","CVN50"
"03/01/2024","9f787e76bb14505","C2","7990","17500","Tafetanes","CVN50"
"03/01/2024","101e1d3ceeb4ded","C2","6220","10500","Tafetanes","CVN50"
"03/01/2024","2ac298b3b6015d0","3S3","50820","53300","Tafetanes","CVN50"
"03/01/2024","1e4e75e40876f7a","C2","5130","10500","Tafetanes","CVN50"
"03/01/2024","aff295c86a74d0b","C2","8800","10500","Tafetanes","CVN50"
"03/01/2024","5ce37e717651e3d","C2","12270","13500","Tafetanes","CVN50"
"03/01/2024","04253934b4acdb7","C2","4520","10500","Tafetanes","CVN50"
"03/01/2024","8ad9bfda99e3e14","C2","9760","11500","Tafetanes","CVN50"
"03/01/2024","334c0d5fba2568b","3S3","33190","53300","Tafetanes","CVN50"
"03/01/2024","9440f802ec27669","3S3","46850","53300","Tafetanes","CVN50"
"03/01/2024","2e470e7a69bcf69","C2","5560","10500","Tafetanes","CVN50"
"03/01/2024","6046d0e5da1cd64","C2","10130","10500","Tafetanes","CVN50"
"03/01/2024","4606182016e6884","C2","16320","17500","Tafetanes","CVN50"
"03/01/2024","35ffa6047528189","C2","11830","13500","Tafetanes","CVN50"
"03/01/2024","0319c869fa75334","C2","8030","13500","Tafetanes","CVN50"
"03/01/2024","04a83898e69b0b6","C2","11450","13500","Tafetanes","CVN50"
"03/01/2024","08c8bd09096b6b5","C2","5570","17500","Tafetanes","CVN50"
"03/01/2024","fa09a1f47473dc7","3S3","50900","53300","Tafetanes","CVN50"
"03/01/2024","792e3d1de99e464","C2","8940","17425","Tafetanes","CVN50"
"03/01/2024","20eaef11fe8c465","C2","9800","18000","Tafetanes","CVN50"
"03/01/2024","f9d0f9ab8a31d29","C2","6360","10500","Tafetanes","CVN50"
"03/01/2024","9dea0f732a60662","C3","22290","28700","Tafetanes","CVN50"
"03/01/2024","9435f79970295e6","C2","8550","17500","Tafetanes","CVN50"
"03/01/2024","d1eed2433f9aa4d","C2","7160","13500","Tafetanes","CVN50"
"03/01/2024","675fc6a2ddc931d","C2","7440","17500","Tafetanes","CVN50"
"03/01/2024","594c83e96c5077e","3S3","49710","53300","Tafetanes","CVN50"
"03/01/2024","fb293d7bee8d99f","C2","5720","11500","Tafetanes","CVN50"
"03/01/2024","456e5acdcbf40b1","C2","9920","10500","Tafetanes","CVN50"
"03/01/2024","d25446267ccc9aa","3S2","46520","49200","Tafetanes","CVN50"
"03/01/2024","f3288cf95235fdf","C2","7660","9925","Tafetanes","CVN50"
"03/01/2024","cc19d6683e35de7","3S3","50950","53300","Tafetanes","CVN50"
"03/01/2024","3133822e4469aec","C2","5760","7000","Tafetanes","CVN50"
"03/01/2024","69d62296d0e5580","C2","21040","17500","Tafetanes","CVN50"
"03/01/2024","22981f29ab06743","C2","6670","11500","Tafetanes","CVN50"
"03/01/2024","70525cc3522e958","C2","6550","13500","Tafetanes","CVN50"
"03/01/2024","0419741cdde13ae","3S3","45090","53300","Tafetanes","CVN50"
"03/01/2024","4fa5810d97256be","3S3","50830","53300","Tafetanes","CVN50"
"03/01/2024","f5382336505163d","3S3","49700","53300","Tafetanes","CVN50"
"03/01/2024","dc4dd94f3b5d1b3","C2","7420","13500","Tafetanes","CVN50"
"03/01/2024","3e501b135d9f3b2","C3","26210","28700","Tafetanes","CVN50"
"03/01/2024","02056ebe046eade","C2","5440","7000","Tafetanes","CVN50"
"03/01/2024","66a09271c55632c","C2","5550","10500","Tafetanes","CVN50"
"03/01/2024","0954ee3c548b20c","C2","6150","9925","Tafetanes","CVN50"
"03/01/2024","7c26a296e904000","C2","7970","10925","Tafetanes","CVN50"
"03/01/2024","29691e80cb286d4","C2","13290","17500","Tafetanes","CVN50"
"03/01/2024","6369b16674771ac","C2","12630","17500","Tafetanes","CVN50"
"03/01/2024","acf1ee8932fa59a","C2","6180","13500","Tafetanes","CVN50"
"04/01/2024","c4bac484356f258","C2","5880","9000","Tafetanes","CVN50"
"04/01/2024","cc7cdb75ad1ae25","C2","5330","7000","Tafetanes","CVN50"
"04/01/2024","b8a44d2c95fd252","C2","7260","10925","Tafetanes","CVN50"
"04/01/2024","a689288f2a13504","C2","10650","17500","Tafetanes","CVN50"
"04/01/2024","254bb3aa3310778","C2","14190","17500","Tafetanes","CVN50"
"04/01/2024","71463dfb3da54bf","C2","4300","30000","Tafetanes","CVN50"
"04/01/2024","e8e188cc327f0ff","3S3","49900","53300","Tafetanes","CVN50"
"04/01/2024","f92cea5c3bf6865","C2","7170","9000","Tafetanes","CVN50"
"04/01/2024","36c22cc8c8d8733","3S3","52200","53300","Tafetanes","CVN50"
"04/01/2024","a99257a214955f6","3S3","42010","53300","Tafetanes","CVN50"
"04/01/2024","5230b89fc1bb860","C3","27740","28700","Tafetanes","CVN50"
"04/01/2024","2feaf5a2e7ee01b","3S2","47230","49200","Tafetanes","CVN50"
"04/01/2024","23496238db501f5","C2","6900","10500","Tafetanes","CVN50"
"04/01/2024","561476e14185df1","C2","9030","10500","Tafetanes","CVN50"
"04/01/2024","182a69ebff3725a","C2","9310","11500","Tafetanes","CVN50"
"04/01/2024","b2bf7040246fa4a","C2","10740","13500","Tafetanes","CVN50"
"04/01/2024","71e039130d9f317","C2","7490","17500","Tafetanes","CVN50"
"04/01/2024","83baea351fa4b56","C3","27440","28700","Tafetanes","CVN50"
"04/01/2024","64e475cbab48089","C2","8450","10500","Tafetanes","CVN50"
"04/01/2024","d7435513da4a625","3S2","47380","49200","Tafetanes","CVN50"
"04/01/2024","523ac45a7e33a3c","3S3","18370","53300","Tafetanes","CVN50"
"04/01/2024","df76f5d65f64b43","3S3","52200","53300","Tafetanes","CVN50"
"04/01/2024","658939e7f5ea8e8","3S3","52380","53300","Tafetanes","CVN50"
"04/01/2024","c4519feba6b6c4a","C2","9910","17500","Tafetanes","CVN50"
"04/01/2024","a8bc83ac6b911f2","C2","4640","10500","Tafetanes","CVN50"
"04/01/2024","7ee174b08b22c31","C2","7910","17500","Tafetanes","CVN50"
"04/01/2024","3cb0d0e0cae3f07","C2","12040","16425","Tafetanes","CVN50"
"04/01/2024","08b8c9313379435","3S2","47400","49200","Tafetanes","CVN50"
"04/01/2024","f99d7fa4a620484","C2","9120","10500","Tafetanes","CVN50"
"04/01/2024","9872064a0cb3184","C2","8310","9000","Tafetanes","CVN50"
"04/01/2024","5264f563eb125b9","C3","19510","28700","Tafetanes","CVN50"
"04/01/2024","a25c8a26d974221","C2","9510","17500","Tafetanes","CVN50"
"04/01/2024","5fbb89f1f38fc47","C2","11090","17500","Tafetanes","CVN50"
"04/01/2024","2907cf218a169c2","C2","6060","13500","Tafetanes","CVN50"
"04/01/2024","a2609c07abee01f","C2","17370","17500","Tafetanes","CVN50"
"04/01/2024","1c2488a9dd626cd","C2","17370","17500","Tafetanes","CVN50"
"04/01/2024","6314a50ad5d35c0","C2","7030","30000","Tafetanes","CVN50"
"04/01/2024","6bc3264aa8ba291","C2","5770","11500","Tafetanes","CVN50"
"04/01/2024","a35302d4c383902","C2","8710","13500","Tafetanes","CVN50"
"04/01/2024","1cc7c136236a508","C2","6550","11500","Tafetanes","CVN50"
"04/01/2024","9416df7a5815fdd","C2","15870","17500","Tafetanes","CVN50"
"04/01/2024","216781330ee47e3","C2","9530","17425","Tafetanes","CVN50"
"04/01/2024","f3f4c96ab9555c8","C2","11250","17500","Tafetanes","CVN50"
"04/01/2024","51c5c81a4a4ae29","C2","6880","10500","Tafetanes","CVN50"
"04/01/2024","5eae4ffe460bbed","C2","7570","7000","Tafetanes","CVN50"
"04/01/2024","5177ba0091c3e6a","C2","5870","11500","Tafetanes","CVN50"
"04/01/2024","358157986fc044c","C2","16790","17500","Tafetanes","CVN50"
"04/01/2024","40b5dca4b4474c0","3S3","49190","53300","Tafetanes","CVN50"
"04/01/2024","e3a747dc0bd9d5d","3S3","50320","53300","Tafetanes","CVN50"
"04/01/2024","1112f5477ec53f1","C2","8630","8925","Tafetanes","CVN50"
"04/01/2024","2ddeace75926364","C2","5470","10500","Tafetanes","CVN50"
