"nombre_ruta","nombre_parada","secuencia_parada","coordenada_y","coordenada_x","geocoded_column"
"U30 Corredor Universitario","Corredor U. Olimpica Ciudad del Mar Lado Sur","29","11.019658","-74.868687","POINT (-74.868687 11.019658)"
"U30 Corredor Universitario","Corredor U. Universidad San Martin Lado Sur","30","11.019137","-74.866495","POINT (-74.866495 11.019137)"
"U30 Corredor Universitario","Corredor U. Villa Campestre Lado Sur","31","11.018168","-74.861993","POINT (-74.861993 11.018168)"
"U30 Corredor Universitario","Corredor U. Col. Aleman Lado Sur","32","11.017167","-74.85997","POINT (-74.85997 11.017167)"
"U30 Corredor Universitario","Corredor U. Col. Britanico Lado Sur","33","11.016952","-74.858197","POINT (-74.858197 11.016952)"
"U30 Corredor Universitario","Corredor U. Universidad del Norte Lado Sur","34","11.017378","-74.85142","POINT (-74.85142 11.017378)"
"U30 Corredor Universitario","Corredor U. Jardines del Recuerdo Lado Sur","35","11.016517","-74.848205","POINT (-74.848205 11.016517)"
"U30 Corredor Universitario","Corredor U. Col. Sagrado Corazon Lado Sur","36","11.016475","-74.844917","POINT (-74.844917 11.016475)"
"U30 Corredor Universitario","Corredor U. Col. Karl C. Parrish Lado Sur","37","11.016433","-74.842783","POINT (-74.842783 11.016433)"
"U30 Corredor Universitario","Carrera 51B con Calle 106 C.C. Gran Boulevard","38","11.014531","-74.836352","POINT (-74.836352 11.014531)"
"U30 Corredor Universitario","Carrera 51B con Calle 105","39","11.014019","-74.835614","POINT (-74.835614 11.014019)"
"U30 Corredor Universitario","Carrera 51B con Calle 102","40","11.01318","-74.834344","POINT (-74.834344 11.01318)"
"U30 Corredor Universitario","Carrera 51B con Calle 101","41","11.011464","-74.832279","POINT (-74.832279 11.011464)"
"U30 Corredor Universitario","Calle 100 con Carrera 49C Lado Occidente","42","11.010419","-74.832841","POINT (-74.832841 11.010419)"
"U30 Corredor Universitario","Calle 100 con Carrera 47 Lado Occidente","43","11.008723","-74.833675","POINT (-74.833675 11.008723)"
"U30 Corredor Universitario","Carrera 46 con Calle 96A Lado Sur","44","11.00587","-74.829925","POINT (-74.829925 11.00587)"
"U30 Corredor Universitario","Carrera 46 No. 94-11 Lado Sur","45","11.005008","-74.82777","POINT (-74.82777 11.005008)"
"U30 Corredor Universitario","Carrera 46 con Calle 92 frente a Mundo Deportivo","46","11.004343","-74.826533","POINT (-74.826533 11.004343)"
"U30 Corredor Universitario","Carrera 46 con Calle 90 Uniautonoma Lado Sur","47","11.003378","-74.824262","POINT (-74.824262 11.003378)"
"U30 Corredor Universitario","Carrera 46 No. 85-163 Lado Sur","48","11.002598","-74.822492","POINT (-74.822492 11.002598)"
"U30 Corredor Universitario","Carrera 46 No. 82-205 Lado Sur","49","11.001358","-74.818477","POINT (-74.818477 11.001358)"
"U30 Corredor Universitario","Carrera 46 No. 80-211 Lado Sur","50","11.000155","-74.816007","POINT (-74.816007 11.000155)"
"U30 Corredor Universitario","Carrera 46 No. 79-175 Perez Radiologos Lado Sur","51","10.998798","-74.8136","POINT (-74.8136 10.998798)"
"U30 Corredor Universitario","Carrera 46 No. 76-109 Lado Sur","52","10.997287","-74.810998","POINT (-74.810998 10.997287)"
"U30 Corredor Universitario","Est. Joe Arroyo","53","10.994752","-74.807818","POINT (-74.807818 10.994752)"
