"nombre_ruta","nombre_parada","secuencia_parada","coordenada_y","coordenada_x","geocoded_column"
"A1-2 Carrera 8","Carrera 8 con Calle 31 Lado Sur","1","10.94677","-74.785825","POINT (-74.785825 10.94677)"
"A1-2 Carrera 8","Calle 30 con Carrera 4B Home Center","2","10.947509","-74.784848","POINT (-74.784848 10.947509)"
"A1-2 Carrera 8","Carrera 14 con Calle 30","3","10.952259","-74.786842","POINT (-74.786842 10.952259)"
"A1-2 Carrera 8","Calle 31 No. 13-39","4","10.950202","-74.786862","POINT (-74.786862 10.950202)"
"A1-2 Carrera 8","Calle 31 con Carrera 11","5","10.948802","-74.786426","POINT (-74.786426 10.948802)"
"A1-2 Carrera 8","Carrera 8 No. 30-158 Lado Norte Torres de Las Palm","6","10.946696","-74.786867","POINT (-74.786867 10.946696)"
"A1-2 Carrera 8","Carrera 8 No. 34-26 Lado Norte","7","10.946451","-74.788999","POINT (-74.788999 10.946451)"
"A1-2 Carrera 8","Carrera 8 con Calle 35A Lado Norte","8","10.946205","-74.791229","POINT (-74.791229 10.946205)"
"A1-2 Carrera 8","Carrera 8 con Calle 37D Lado Norte","9","10.945931","-74.793248","POINT (-74.793248 10.945931)"
"A1-2 Carrera 8","Carrera 8 No. 40-32 Lado Norte","10","10.946245","-74.795742","POINT (-74.795742 10.946245)"
"A1-2 Carrera 8","Carrera 8 con Calle 42B Lado Norte","11","10.946242","-74.797833","POINT (-74.797833 10.946242)"
"A1-2 Carrera 8","Carrera 8 con Calle 45 Lado Norte","12","10.946182","-74.80004","POINT (-74.80004 10.946182)"
"A1-2 Carrera 8","Carrera 8 No. 47-84 Lado Norte","13","10.946134","-74.802865","POINT (-74.802865 10.946134)"
"A1-2 Carrera 8","Carrera 8 No. 49-64 Lado Norte","14","10.946182","-74.805547","POINT (-74.805547 10.946182)"
"A1-2 Carrera 8","Calle 51B con Carrera 8B Lado Oriente","15","10.947604","-74.806106","POINT (-74.806106 10.947604)"
"A1-2 Carrera 8","Carrera 8D con Calle 52C Lado Norte","16","10.948591","-74.807847","POINT (-74.807847 10.948591)"
"A1-2 Carrera 8","Calle 53 con Carrera 8G Lado Oriente","17","10.95143","-74.807871","POINT (-74.807871 10.95143)"
"A1-2 Carrera 8","Calle 56 con Carrera 9D SAO Macarena","18","10.954218","-74.808092","POINT (-74.808092 10.954218)"
"A1-2 Carrera 8","Carrera 10 con Calle 54","19","10.953969","-74.806833","POINT (-74.806833 10.953969)"
"A1-2 Carrera 8","Calle 53 con Carrera 9D Lado Occidente","20","10.95271","-74.806762","POINT (-74.806762 10.95271)"
"A1-2 Carrera 8","Calle 53 con Carrera 8G Lado Occidente","21","10.951271","-74.808028","POINT (-74.808028 10.951271)"
"A1-2 Carrera 8","Carrera 8D No. 52-41 Lado Sur","22","10.949151","-74.808557","POINT (-74.808557 10.949151)"
"A1-2 Carrera 8","Calle 51B No. 8C-15 Lado Occidente","23","10.947859","-74.806133","POINT (-74.806133 10.947859)"
"A1-2 Carrera 8","Carrera 8 con Calle 49 Lado Sur","24","10.946058","-74.805661","POINT (-74.805661 10.946058)"
"A1-2 Carrera 8","Carrera 8 No. 47-117 Lado Sur","25","10.946057","-74.803118","POINT (-74.803118 10.946057)"
"A1-2 Carrera 8","Carrera 8 con Calle 45 Lado Sur Farmacia Torres","26","10.946078","-74.800409","POINT (-74.800409 10.946078)"
"A1-2 Carrera 8","Carrera 8 No. 42-127 Lado Sur","27","10.946107","-74.798475","POINT (-74.798475 10.946107)"
"A1-2 Carrera 8","Carrera 8 con Calle 41 Lado Sur","28","10.946113","-74.795858","POINT (-74.795858 10.946113)"
"A1-2 Carrera 8","Carrera 8 No. 36B-125 Lado Sur","29","10.945887","-74.793093","POINT (-74.793093 10.945887)"
"A1-2 Carrera 8","Carrera 8 con Calle 35A Lado Sur","30","10.94619","-74.790928","POINT (-74.790928 10.94619)"
"A1-2 Carrera 8","Carrera 8 con Calle 34 Lado Sur","31","10.946428","-74.788717","POINT (-74.788717 10.946428)"
"A1-2 Carrera 8","Carrera 8 con Calle 31 Lado Sur","32","10.94677","-74.785825","POINT (-74.785825 10.94677)"
"A1-3 Galan","Carrera 1H con calle 45 esq","1","10.932732","-74.798927","POINT (-74.798927 10.932732)"
"A1-3 Galan","Carrera 2E No. 44B-13","2","10.934835","-74.798927","POINT (-74.798927 10.934835)"
"A1-3 Galan","Carrera 2B No. 42A-05","3","10.934503","-74.797133","POINT (-74.797133 10.934503)"
"A1-3 Galan","Carrera 2 con Calle 39 esq","4","10.934873","-74.794397","POINT (-74.794397 10.934873)"
"A1-3 Galan","Carrera 2 No. 37E-23","5","10.934828","-74.792567","POINT (-74.792567 10.934828)"
"A1-3 Galan","Calle 37C Carrera 2 Tienda El danubio","6","10.93562","-74.790987","POINT (-74.790987 10.93562)"
"A1-3 Galan","Calle 37C con Carrera 3A","7","10.937258","-74.791567","POINT (-74.791567 10.937258)"
"A1-3 Galan","Calle 37C No. 3D-04","8","10.938568","-74.791708","POINT (-74.791708 10.938568)"
"A1-3 Galan","Carrera 4 con Calle 36 Esq","9","10.938947","-74.790488","POINT (-74.790488 10.938947)"
"A1-3 Galan","Carrera 4 con Calle 34B Esq","10","10.939295","-74.788622","POINT (-74.788622 10.939295)"
"A1-3 Galan","Carrera 4 No. 30-175 Coltabaco","11","10.939613","-74.786048","POINT (-74.786048 10.939613)"
"A1-3 Galan","Carrera 4 con Calle 30 Cannon","12","10.939838","-74.783297","POINT (-74.783297 10.939838)"
"A1-3 Galan","Calle 30 con Carrera 2 frente a Coomeva","13","10.938205","-74.782365","POINT (-74.782365 10.938205)"
"A1-3 Galan","Carrera 2 con Calle 30 Colegio San Jose","14","10.937722","-74.782895","POINT (-74.782895 10.937722)"
"A1-3 Galan","Carrera 2 con Calle 33A esq","15","10.936585","-74.78478","POINT (-74.78478 10.936585)"
"A1-3 Galan","Carrera 2 con Calle 34 esq","16","10.935955","-74.786967","POINT (-74.786967 10.935955)"
"A1-3 Galan","Carrera 2 con Calle 35A esq","17","10.935437","-74.789325","POINT (-74.789325 10.935437)"
"A1-3 Galan","Calle 37C con Carrera 2 Esq","18","10.934685","-74.791298","POINT (-74.791298 10.934685)"
"A1-3 Galan","Calle 37C con Carrera 1H esq","19","10.932828","-74.791708","POINT (-74.791708 10.932828)"
"A1-3 Galan","Carrera 1H con Calle 37F esq","20","10.933207","-74.793172","POINT (-74.793172 10.933207)"
"A1-3 Galan","Carrera 1H con Calle 41B esq","21","10.933708","-74.79478","POINT (-74.79478 10.933708)"
"A1-3 Galan","Carrera 1H No. 41B-236","22","10.933242","-74.796837","POINT (-74.796837 10.933242)"
"A1-3 Galan","Carrera 1H con calle 45 esq","23","10.932732","-74.798927","POINT (-74.798927 10.932732)"
"A1-4 La Magdalena","Carrera 7 con Calle 44","1","10.94138","-74.799259","POINT (-74.799259 10.94138)"
"A1-4 La Magdalena","Carrera 7 con Calle 42","2","10.943021","-74.797674","POINT (-74.797674 10.943021)"
"A1-4 La Magdalena","Carrera 6B No. 41-101 Lado Sur","3","10.941309","-74.796807","POINT (-74.796807 10.941309)"
"A1-4 La Magdalena","Carrera 6B No. 38B-73 Lado Sur","4","10.941651","-74.794265","POINT (-74.794265 10.941651)"
"A1-4 La Magdalena","Carrera 6B con Calle 37C Lado Sur","5","10.94185","-74.79245","POINT (-74.79245 10.94185)"
"A1-4 La Magdalena","Carrera 6B No. 34C-23 Lado Sur","6","10.942309","-74.788919","POINT (-74.788919 10.942309)"
"A1-4 La Magdalena","Carrera 6B No. 33-65 Lado Sur","7","10.942884","-74.786845","POINT (-74.786845 10.942884)"
"A1-4 La Magdalena","Carrera 6B con Calle 30 Lado Sur","8","10.943153","-74.784392","POINT (-74.784392 10.943153)"
"A1-4 La Magdalena","Carrera 4B No. 23-57 Lado Sur","9","10.942376","-74.779549","POINT (-74.779549 10.942376)"
"A1-4 La Magdalena","Calle 19 con Carrera 4A","10","10.941577","-74.778192","POINT (-74.778192 10.941577)"
"A1-4 La Magdalena","Carrera 4B con Calle 23 Lado Norte","11","10.942344","-74.779474","POINT (-74.779474 10.942344)"
"A1-4 La Magdalena","Carrera 6B con Calle 31 Nacional de Chocolate","12","10.94294","-74.785247","POINT (-74.785247 10.94294)"
"A1-4 La Magdalena","Carrera 6B No. 33-58 Lado Norte","13","10.942972","-74.786828","POINT (-74.786828 10.942972)"
"A1-4 La Magdalena","Carrera 6B con Calle 34C Lado Norte","14","10.942427","-74.788677","POINT (-74.788677 10.942427)"
"A1-4 La Magdalena","Carrera 6B con Calle 36B Lado Norte","15","10.942057","-74.791518","POINT (-74.791518 10.942057)"
"A1-4 La Magdalena","Carrera 6B No. 38B-02 Lado Norte","16","10.941757","-74.793893","POINT (-74.793893 10.941757)"
"A1-4 La Magdalena","Carrera 6B con Calle 41 Lado Norte","17","10.941369","-74.796746","POINT (-74.796746 10.941369)"
"A1-4 La Magdalena","Carrera 7 con Calle 44","18","10.94138","-74.799259","POINT (-74.799259 10.94138)"
"A2-1 Hipodromo","Calle 45 con Carrera 1 Metrocentro","1","10.93169","-74.799333","POINT (-74.799333 10.93169)"
"A2-1 Hipodromo","Tv 14 sur con calle 45","2","10.93025","-74.799877","POINT (-74.799877 10.93025)"
"A2-1 Hipodromo","Calle 45D con Carrera 1 Conj. Res. Metrocentro","3","10.931347","-74.800533","POINT (-74.800533 10.931347)"
"A2-1 Hipodromo","Carrera 1E con Calle 45H frente a Bloque 159","4","10.931865","-74.802072","POINT (-74.802072 10.931865)"
"A2-1 Hipodromo","Av. Las Torres frente Nom. 45H-42 Lado Sur","5","10.930277","-74.802065","POINT (-74.802065 10.930277)"
"A2-1 Hipodromo","Av. Las Torres con Calle 44B Lado Sur","6","10.929922","-74.798772","POINT (-74.798772 10.929922)"
"A2-1 Hipodromo","Av. Las Torres No. 41C-93 Lado Sur","7","10.929695","-74.796522","POINT (-74.796522 10.929695)"
"A2-1 Hipodromo","Av. Las Torres No. 56A-93 Lado Sur Soledad","8","10.929483","-74.79439","POINT (-74.79439 10.929483)"
"A2-1 Hipodromo","Av. Las Torres con Calle 54D Lado Sur Soledad","9","10.929482","-74.791593","POINT (-74.791593 10.929482)"
"A2-1 Hipodromo","Av. Las Torres No. 48-25 Lado Sur Soledad","10","10.930147","-74.78906","POINT (-74.78906 10.930147)"
"A2-1 Hipodromo","Av. Las Torres No. 44-33 Lado Sur Soledad","11","10.930925","-74.78645","POINT (-74.78645 10.930925)"
"A2-1 Hipodromo","Calle 30 Colegio ITIDA","12","10.930997","-74.780267","POINT (-74.780267 10.930997)"
"A2-1 Hipodromo","Carrera 30 con Calle 30 SAO Hipodromo Lado Sur","13","10.927345","-74.77786","POINT (-74.77786 10.927345)"
"A2-1 Hipodromo","Carrera 30 con Calle 29 Lado Sur Soledad","14","10.928045","-74.774838","POINT (-74.774838 10.928045)"
"A2-1 Hipodromo","Carrera 30 con Calle 27 Lado Sur Soledad","15","10.927622","-74.772903","POINT (-74.772903 10.927622)"
"A2-1 Hipodromo","Carrera 30 No. 24-151 Lado Sur Soledad","16","10.926817","-74.76981","POINT (-74.76981 10.926817)"
"A2-1 Hipodromo","Calle 24 con Carrera 31 Soledad","17","10.926987","-74.768267","POINT (-74.768267 10.926987)"
"A2-1 Hipodromo","Calle 24 con Carrera 33 Soledad","18","10.927953","-74.768103","POINT (-74.768103 10.927953)"
"A2-1 Hipodromo","Calle 24 con Carrera 34 Soledad","19","10.928907","-74.767977","POINT (-74.767977 10.928907)"
"A2-1 Hipodromo","Carrera 35 con Calle 25B esq Soledad","20","10.92987","-74.770465","POINT (-74.770465 10.92987)"
"A2-1 Hipodromo","Carrera 37 No. 25A-13 Soledad","21","10.931178","-74.769835","POINT (-74.769835 10.931178)"
"A2-1 Hipodromo","Carrera 37 con Calle 23A esq Soledad","22","10.931365","-74.767895","POINT (-74.767895 10.931365)"
"A2-1 Hipodromo","Carrera 37 con Calle 18A esq Soledad","23","10.931863","-74.764956","POINT (-74.764956 10.931863)"
"A2-1 Hipodromo","Calle 18 con Carrera 36A esq Soledad","24","10.931152","-74.764512","POINT (-74.764512 10.931152)"
"A2-1 Hipodromo","Calle 18 No. 32-59 Soledad","25","10.92868","-74.76435","POINT (-74.76435 10.92868)"
"A2-1 Hipodromo","Calle 18 con Carrera 30 Soledad","26","10.926713","-74.764153","POINT (-74.764153 10.926713)"
"A2-1 Hipodromo","Calle 18 con Carrera 27 Soledad","27","10.924445","-74.763768","POINT (-74.763768 10.924445)"
"A2-1 Hipodromo","Calle 18 No. 25A-16 Soledad","28","10.92153","-74.763537","POINT (-74.763537 10.92153)"
"A2-1 Hipodromo","Calle 18 No. 23-37 Soledad","29","10.919673","-74.764115","POINT (-74.764115 10.919673)"
"A2-1 Hipodromo","Calle 18 No. 21-37 Soledad","30","10.917542","-74.765113","POINT (-74.765113 10.917542)"
"A2-1 Hipodromo","Carrera 19 Frente Nom. 20-19 Soledad","31","10.916582","-74.7671","POINT (-74.7671 10.916582)"
"A2-1 Hipodromo","Calle 23 con Carrera 19A esq Soledad","32","10.917762","-74.768873","POINT (-74.768873 10.917762)"
"A2-1 Hipodromo","Calle 23 No. 22-36 Soledad","33","10.920545","-74.768107","POINT (-74.768107 10.920545)"
"A2-1 Hipodromo","Calle 23 No. 25-40 Soledad","34","10.922783","-74.767398","POINT (-74.767398 10.922783)"
"A2-1 Hipodromo","Carrera 26 No. 24A-32 Soledad","35","10.923965","-74.768765","POINT (-74.768765 10.923965)"
"A2-1 Hipodromo","Carrera 30 con Calle 24 Lado Norte Soledad","36","10.926667","-74.768853","POINT (-74.768853 10.926667)"
"A2-1 Hipodromo","Carrera 30 con Calle 27 esq Lado Norte Soledad","37","10.927552","-74.772697","POINT (-74.772697 10.927552)"
"A2-1 Hipodromo","Carrera 30 con Calle 29C esq Lado Norte Soledad","38","10.927883","-74.775767","POINT (-74.775767 10.927883)"
"A2-1 Hipodromo","Carrera 30 con Calle 30 SAO Hipodromo Lado Norte","39","10.92744","-74.77775","POINT (-74.77775 10.92744)"
"A2-1 Hipodromo","Calle 30 con Carrera 34A entrada al Tucan Soledad","40","10.930023","-74.779742","POINT (-74.779742 10.930023)"
"A2-1 Hipodromo","Calle 30 Colegio INEM","41","10.93168","-74.78023","POINT (-74.78023 10.93168)"
"A2-1 Hipodromo","Av. Las Torres Circunvalar Iglesia Lado Norte","42","10.931798","-74.784507","POINT (-74.784507 10.931798)"
"A2-1 Hipodromo","Av. Las Torres con Calle 45 Olimpica Soledad","43","10.930985","-74.787303","POINT (-74.787303 10.930985)"
"A2-1 Hipodromo","Av. Las Torres con Calle 54 Lado Norte Soledad","44","10.929845","-74.790683","POINT (-74.790683 10.929845)"
"A2-1 Hipodromo","Av. Las Torres No. 56A-12 Lado Norte Soledad","45","10.929528","-74.793657","POINT (-74.793657 10.929528)"
"A2-1 Hipodromo","Av. Las Torres No. 41C-92 Lado Norte","46","10.929863","-74.796545","POINT (-74.796545 10.929863)"
"A2-1 Hipodromo","Av. Las Torres No. 43-76 Lado Norte","47","10.930047","-74.798235","POINT (-74.798235 10.930047)"
"A2-1 Hipodromo","Av. Las Torres con Calle 45 Lado Norte","48","10.930197","-74.799847","POINT (-74.799847 10.930197)"
"A2-1 Hipodromo","Av. Las Torres con Calle 45H Lado Norte","49","10.93041","-74.801802","POINT (-74.801802 10.93041)"
"A2-1 Hipodromo","Carrera 1E No. 45H-41","50","10.93184","-74.801897","POINT (-74.801897 10.93184)"
"A2-1 Hipodromo","Calle 45 con Carrera 1 Metrocentro","51","10.931795","-74.799609","POINT (-74.799609 10.931795)"
"A3-1 Villa Katanga","Carrera 24 Con Calle 63","1","10.921226","-74.798931","POINT (-74.798931 10.921226)"
"A3-1 Villa Katanga","Carrera 24 con Calle 59 Lado Sur Soledad","2","10.92152","-74.796022","POINT (-74.796022 10.92152)"
"A3-1 Villa Katanga","Carrera 24 con Calle 57D Lado Sur Soledad","3","10.921237","-74.794565","POINT (-74.794565 10.921237)"
"A3-1 Villa Katanga","Carrera 24 con Calle 55B Lado Sur Soledad","4","10.920945","-74.793112","POINT (-74.793112 10.920945)"
"A3-1 Villa Katanga","Carrera 24 con Calle 54 Lado Sur Soledad","5","10.921297","-74.791322","POINT (-74.791322 10.921297)"
"A3-1 Villa Katanga","Carrera 24 con Calle 48 Lado Sur Soledad","6","10.92143","-74.789708","POINT (-74.789708 10.92143)"
"A3-1 Villa Katanga","Carrera 24 con Calle 45A2 Lado Sur Soledad","7","10.921263","-74.788557","POINT (-74.788557 10.921263)"
"A3-1 Villa Katanga","Calle 45 con Carrera 25 esq Lado Oriental Soledad","8","10.922547","-74.787095","POINT (-74.787095 10.922547)"
"A3-1 Villa Katanga","Calle 45 con Carrera 26A Lado Oriental Soledad","9","10.923683","-74.7863","POINT (-74.7863 10.923683)"
"A3-1 Villa Katanga","Calle 43 con Carrera 31 Lado Oriental Soledad","10","10.925265","-74.784267","POINT (-74.784267 10.925265)"
"A3-1 Villa Katanga","Calle 43 con Carrera 37 Lado Oriental Soledad","11","10.927214","-74.784229","POINT (-74.784229 10.927214)"
"A3-1 Villa Katanga","Calle 43 con Carrera 37 Lado Occidental Soledad","12","10.927029","-74.784264","POINT (-74.784264 10.927029)"
"A3-1 Villa Katanga","Calle 43 con Carrera 32 Lado Occidental Soledad","13","10.925545","-74.784264","POINT (-74.784264 10.925545)"
"A3-1 Villa Katanga","Calle 45 con Carrera 26 Lado Occidental Soledad","14","10.922297","-74.787265","POINT (-74.787265 10.922297)"
"A3-1 Villa Katanga","Calle 45 con Carrera 24B Lado Occidental Soledad","15","10.921752","-74.78763","POINT (-74.78763 10.921752)"
"A3-1 Villa Katanga","Carrera 24 con Calle 48 esq Lado Norte Soledad","16","10.921452","-74.789715","POINT (-74.789715 10.921452)"
"A3-1 Villa Katanga","Carrera 24 con Calle 53 esq Lado Norte Soledad","17","10.92151","-74.790858","POINT (-74.790858 10.92151)"
"A3-1 Villa Katanga","Carrera 24 con Calle 54C Lado Norte Soledad","18","10.921133","-74.79225","POINT (-74.79225 10.921133)"
"A3-1 Villa Katanga","Calle 56 con Carrera 22C Soledad","19","10.919863","-74.793343","POINT (-74.793343 10.919863)"
"A3-1 Villa Katanga","Calle 56 con Carrera 20 Soledad","20","10.918265","-74.793335","POINT (-74.793335 10.918265)"
"A3-1 Villa Katanga","Carrera 18 No. 56-46 Soledad","21","10.917155","-74.79393","POINT (-74.79393 10.917155)"
"A3-1 Villa Katanga","Carrera 18 No. 59-18 Soledad","22","10.917143","-74.796177","POINT (-74.796177 10.917143)"
"A3-1 Villa Katanga","Carrera 18 No. 62-10 Soledad","23","10.917132","-74.798233","POINT (-74.798233 10.917132)"
"A3-1 Villa Katanga","Carrera 24 Con Calle 63","24","10.921226","-74.798931","POINT (-74.798931 10.921226)"
"A3-2 Soledad 2000","Portal de Soledad","1","10.907941","-74.800165","POINT (-74.800165 10.907941)"
"A3-2 Soledad 2000","Carrera 14 con Calle 62 Soledad","2","10.909228","-74.798492","POINT (-74.798492 10.909228)"
"A3-2 Soledad 2000","Carrera 14 con Calle 59 Ent. Nuevo Milenio Soledad","3","10.908877","-74.795947","POINT (-74.795947 10.908877)"
"A3-2 Soledad 2000","Calle 59 con Carrera 12D Soledad","4","10.906929","-74.795822","POINT (-74.795822 10.906929)"
"A3-2 Soledad 2000","Calle 59 No. 12-29 Soledad","5","10.905013","-74.795685","POINT (-74.795685 10.905013)"
"A3-2 Soledad 2000","Carrera 12 con Calle 56 Lado Sur Soledad","6","10.904918","-74.793891","POINT (-74.793891 10.904918)"
"A3-2 Soledad 2000","Carrera 13 con Calle 54 Lado Sur Soledad","7","10.906035","-74.792297","POINT (-74.792297 10.906035)"
"A3-2 Soledad 2000","Calle 54 Con Carrera 11B Lado Occidental Soledad","8","10.905077","-74.791623","POINT (-74.791623 10.905077)"
"A3-2 Soledad 2000","Carrera 11 con Calle 52 Siete Bocas Soledad","9","10.905058","-74.789035","POINT (-74.789035 10.905058)"
"A3-2 Soledad 2000","Carrera 11 con Calle 49 Polideportivo Soledad 2000","10","10.905652","-74.78593","POINT (-74.78593 10.905652)"
"A3-2 Soledad 2000","Carrera 11 con Calle 46 Soledad","11","10.906155","-74.783343","POINT (-74.783343 10.906155)"
"A3-2 Soledad 2000","Carrera 11 con Calle 44 Col.Club de Leones Soledad","12","10.906417","-74.781622","POINT (-74.781622 10.906417)"
"A3-2 Soledad 2000","Calle 43 con Carrera 13 Soledad","13","10.908305","-74.780645","POINT (-74.780645 10.908305)"
"A3-2 Soledad 2000","Calle 41 No. 14-68 Barrio La Fe Soledad","14","10.910237","-74.779402","POINT (-74.779402 10.910237)"
"A3-2 Soledad 2000","Carrera 15B con Calle 43C Soledad","15","10.911695","-74.780897","POINT (-74.780897 10.911695)"
"A3-2 Soledad 2000","Carrera 15B con Calle 44D Colegio Tajamar Soledad","16","10.912152","-74.782268","POINT (-74.782268 10.912152)"
"A3-2 Soledad 2000","Calle 45B con Carrera 12G Soledad","17","10.910737","-74.782867","POINT (-74.782867 10.910737)"
"A3-2 Soledad 2000","Calle 45B con Carrera 14 Soledad","18","10.908963","-74.782889","POINT (-74.782889 10.908963)"
"A3-2 Soledad 2000","Carrera 14 con Calle 47 Drog. Santa Lucia Soledad","19","10.908438","-74.784507","POINT (-74.784507 10.908438)"
"A3-2 Soledad 2000","Carrera 14 con Calle 47A Conj. Res. Doña Soledad","20","10.908482","-74.78601","POINT (-74.78601 10.908482)"
"A3-2 Soledad 2000","Carrera 14 con Calle 50 Soledad","21","10.908898","-74.787952","POINT (-74.787952 10.908898)"
"A3-2 Soledad 2000","Carrera 14 con Calle 52 Soledad","22","10.908058","-74.789332","POINT (-74.789332 10.908058)"
"A3-2 Soledad 2000","Carrera 13 con Calle 54 Lado Norte Soledad","23","10.906126","-74.792329","POINT (-74.792329 10.906126)"
"A3-2 Soledad 2000","Carrera 12 con Calle 57 Lado Norte Soledad","24","10.904914","-74.794149","POINT (-74.794149 10.904914)"
"A3-2 Soledad 2000","Carrera 12 con Calle 59A Lado Norte Soledad","25","10.904777","-74.796171","POINT (-74.796171 10.904777)"
"A3-2 Soledad 2000","Carrera 12 con Calle 62 Lado Norte Soledad","26","10.904135","-74.798383","POINT (-74.798383 10.904135)"
"A3-2 Soledad 2000","Carrera 12 con Calle 63A Lado Norte Soledad","27","10.903957","-74.800747","POINT (-74.800747 10.903957)"
"A3-2 Soledad 2000","Calle 65 con Carrera 11C Terranova 2da Etapa","28","10.904042","-74.801957","POINT (-74.801957 10.904042)"
"A3-2 Soledad 2000","Portal de Soledad","29","10.907941","-74.800165","POINT (-74.800165 10.907941)"
"A3-3 Manuela Beltran","Portal de Soledad","1","10.907631","-74.800391","POINT (-74.800391 10.907631)"
"A3-3 Manuela Beltran","Carrera 14 con Calle 62 Soledad","2","10.909228","-74.798492","POINT (-74.798492 10.909228)"
"A3-3 Manuela Beltran","Carrera 14 con Calle 59 Ent. Nuevo Milenio Soledad","3","10.908877","-74.795947","POINT (-74.795947 10.908877)"
"A3-3 Manuela Beltran","Terminal de Transportes","4","10.908944","-74.794045","POINT (-74.794045 10.908944)"
"A3-3 Manuela Beltran","Calle 54 con Carrera 14 El Percal Lado Occidental","5","10.906455","-74.791893","POINT (-74.791893 10.906455)"
"A3-3 Manuela Beltran","Calle 54 Con Carrera 11B Lado Occidental Soledad","6","10.905077","-74.791623","POINT (-74.791623 10.905077)"
"A3-3 Manuela Beltran","Carrera 11 con Calle 52 Siete Bocas Soledad","7","10.905058","-74.789035","POINT (-74.789035 10.905058)"
"A3-3 Manuela Beltran","Carrera 11 con Calle 49 Polideportivo Soledad 2000","8","10.905652","-74.78593","POINT (-74.78593 10.905652)"
"A3-3 Manuela Beltran","Carrera 11 con Calle 46 Soledad","9","10.906155","-74.783343","POINT (-74.783343 10.906155)"
"A3-3 Manuela Beltran","Carrera 11 con Calle 44 Col.Club de Leones Soledad","10","10.906417","-74.781622","POINT (-74.781622 10.906417)"
"A3-3 Manuela Beltran","Calle 47 No. 5B-16 Lado Oriental Soledad","11","10.899358","-74.782847","POINT (-74.782847 10.899358)"
"A3-3 Manuela Beltran","Calle 47 No. 6A-22 Lado Oriental Soledad","12","10.900828","-74.783167","POINT (-74.783167 10.900828)"
"A3-3 Manuela Beltran","Carrera 6C No. 47C-08 Lado Norte Soledad","13","10.90098","-74.784192","POINT (-74.784192 10.90098)"
"A3-3 Manuela Beltran","Calle 49 No. 6E-22 Lado Nororiental Soledad","14","10.9017","-74.785527","POINT (-74.785527 10.9017)"
"A3-3 Manuela Beltran","Carrera 14 con Calle 50 Soledad","15","10.908898","-74.787952","POINT (-74.787952 10.908898)"
"A3-3 Manuela Beltran","Carrera 14 con Calle 52 Soledad","16","10.908058","-74.789332","POINT (-74.789332 10.908058)"
"A3-3 Manuela Beltran","Carrera 13 con Calle 54 Lado Norte Soledad","17","10.906126","-74.792329","POINT (-74.792329 10.906126)"
"A3-3 Manuela Beltran","Carrera 12 con Calle 57 Lado Norte Soledad","18","10.904914","-74.794149","POINT (-74.794149 10.904914)"
"A3-3 Manuela Beltran","Carrera 12 con Calle 59A Lado Norte Soledad","19","10.904777","-74.796171","POINT (-74.796171 10.904777)"
"A3-3 Manuela Beltran","Carrera 12 con Calle 62 Lado Norte Soledad","20","10.904135","-74.798383","POINT (-74.798383 10.904135)"
"A3-3 Manuela Beltran","Carrera 12 con Calle 63A Lado Norte Soledad","21","10.903957","-74.800747","POINT (-74.800747 10.903957)"
"A3-3 Manuela Beltran","Calle 65 con Carrera 11C Terranova 2da Etapa","22","10.904042","-74.801957","POINT (-74.801957 10.904042)"
"A3-3 Manuela Beltran","Portal de Soledad","23","10.907631","-74.800391","POINT (-74.800391 10.907631)"
"A3-4 Villa Sol","Portal de Soledad","1","10.907377","-74.800586","POINT (-74.800586 10.907377)"
"A3-4 Villa Sol","Centro Comercial Nuestro Atlantico","2","10.905385","-74.801316","POINT (-74.801316 10.905385)"
"A3-4 Villa Sol","Calle 65 con Carrera 12 Ciudad Transmetro Lado Occ","3","10.904125","-74.802113","POINT (-74.802113 10.904125)"
"A3-4 Villa Sol","Calle 65 con Carrera 8 Los Loteros Lado Occidental","4","10.901335","-74.802702","POINT (-74.802702 10.901335)"
"A3-4 Villa Sol","Calle 65 Ciudad Camelot Lado Occidental","5","10.899415","-74.803115","POINT (-74.803115 10.899415)"
"A3-4 Villa Sol","Calle 65 La Candelaria Lado Occidental","6","10.895393","-74.803785","POINT (-74.803785 10.895393)"
"A3-4 Villa Sol","Calle 65 con Carrera 5 La Central Lado Occidental","7","10.891485","-74.80419","POINT (-74.80419 10.891485)"
"A3-4 Villa Sol","Calle 65 Gran Central de Abastos del Caribe","8","10.887832","-74.803852","POINT (-74.803852 10.887832)"
"A3-4 Villa Sol","Diagonal 56 Las Cometas Lado Sur","9","10.890973","-74.799828","POINT (-74.799828 10.890973)"
"A3-4 Villa Sol","Diagonal 56 Mega Colegio Lado Sur","10","10.892458","-74.797293","POINT (-74.797293 10.892458)"
"A3-4 Villa Sol","Diagonal 56 Villa Maria 1ra Etapa Lado Sur","11","10.89324","-74.795803","POINT (-74.795803 10.89324)"
"A3-4 Villa Sol","Diagonal 56 Villa Maria 2da Etapa Lado Sur","12","10.894047","-74.794525","POINT (-74.794525 10.894047)"
"A3-4 Villa Sol","Calle 57 con Carrera 3 Las Cuatro Villas","13","10.89342","-74.793272","POINT (-74.793272 10.89342)"
"A3-4 Villa Sol","Carrera 3 No. 56C-21 Movimiento Misionero Lado Sur","14","10.892867","-74.792117","POINT (-74.792117 10.892867)"
